代码	    名称	市盈(动)	市净率	总市值
SZ300638	广和通	64.57	3.58	22409705000
SZ300639	凯普生物		1.06	4072954200
SZ300640	德艺文创	117.8	2.76	2239152700
SZ300641	正丹股份	11.7	3.38	10531918000
SZ300642	透景生命	349.2	1.83	2688478400
SZ300643	万通智控	22.49	3.01	3811058400
SZ300644	南京聚隆	23.58	3.15	3171060200
SZ300645	正元智慧	259.6	2.29	2363230600
SZ300647	超频三	939.7	4.78	2739352900
SZ300648	星云股份		6.65	9062632800
SZ300649	杭州园林	201.3	3.78	1889585000
SZ300650	太龙股份	68.58	2.42	3507580800
SZ300651	金陵体育	90.33	3.93	4251823700
SZ300652	雷迪克	29.8	3.62	5470347400
SZ300653	正海生物	42.59	3.95	3510000000
SZ300654	世纪天鸿	110.8	4.47	3815021000
SZ300655	晶瑞电材	88.77	5.95	15193326000
SZ300656	民德电子		3.58	3506352700
SZ300657	弘信电子	115.2	11.06	13904504000
SZ300658	延江股份	134.9	5.7	7646919100
SZ300659	中孚信息		2.74	3416348000
SZ300660	江苏雷利	53.51	5.45	18891519000
SZ300661	圣邦股份	76.71	7.92	41964916000
SZ300662	科锐国际	15.14	2.03	4605268800
SZ300663	科蓝软件		8.33	6301205400
SZ300664	鹏鹞环保	11.89	0.972	4280410800
SZ300665	飞鹿股份		2.99	1653040300
SZ300666	江丰电子	76.75	7.47	36937945000
SZ300667	必创科技		2.82	3198461300
SZ300668	杰恩设计	190.8	5.74	4496240500
SZ300669	沪宁股份	309.6	6.94	6062515800
SZ300670	大烨智能		3.55	2025121900
SZ300671	富满微		5.12	8209009900
SZ300672	国科微	3390	8.22	33475027000
SZ300673	佩蒂股份	23.53	1.94	3563677400
SZ300674	宇信科技	32.61	3.09	14081141000
SZ300675	建科院		4.27	2185333800
SZ300676	华大基因		1.8	16669935000
SZ300677	英科医疗	31.17	2.12	38420921000
SZ300678	中科信息	586.3	9.8	8390696000
SZ300679	电连技术	28.86	2.85	14346171000
SZ300680	隆盛科技	33.38	4.72	9359130800
SZ300681	英搏尔	32.45	2.4	6442464900
SZ300682	朗新科技	160.3	2.48	16820479000
SZ300683	海特生物		2.54	5675580800
SZ300684	中石科技	42.61	6.83	14298570000
SZ300685	艾德生物	24.56	4.32	8789986400
SZ300686	智动力		3.78	3554914400
SZ300687	赛意信息	205.1	2.73	7551530700
SZ300688	创业黑马		10.21	4085732700
SZ300689	澄天伟业	326.4	7.83	5405456000
SZ300690	双一科技	25.89	3.15	4988576900
SZ300691	联合光电		2.55	4102993700
SZ300692	中赋科技	34.27	1.58	3866121800
SZ300693	盛弘股份	28.82	6.3	13669177000
SZ300694	蠡湖股份	104.1	1.8	2515845700
SZ300695	兆丰股份	19.88	2.41	6966764200
SZ300696	爱乐达	127.7	4.21	7959103500
SZ300697	电工合金	37.28	5.16	6333849600
SZ300698	万马科技	104.2	8.82	4541260000
SZ300699	光威复材	47.4	5.03	28598509000
SZ300700	岱勒新材		5.95	5161374700
SZ300701	森霸传感	38.67	3.25	3160978600
SZ300702	天宇股份	27.62	2.19	8135706000
SZ300703	创源股份	32.88	3.74	3492386000
SZ300705	九典制药	12.78	2.63	6924029200
SZ300706	阿石创		6.85	4810601000
SZ300707	威唐工业	63.29	2.39	2739916100
SZ300708	聚灿光电	42.54	3.05	8722521700
SZ300709	精研科技	36.58	3.2	7351889700
SZ300710	万隆光电		5.97	2760855800
SZ300711	广哈通信	71.77	4.45	6876232700
SZ300712	永福股份	111.6	4.28	5517604300
SZ300713	英可瑞		4.98	2539533000
SZ300715	凯伦股份	146.9	2.78	5171798300
SZ300716	ST泉为			2318689800
SZ300717	华信新材	38.96	2.93	2120248300
SZ300718	长盛轴承	83.28	12.45	20851789000
SZ300719	安达维尔	5292	3.86	4001535300
SZ300720	海川智能	327.8	20.62	12072646000
SZ300721	怡达股份		2	2258400300
SZ300722	新余国科	126	12.74	8092359500
SZ300723	一品红		8.37	14648396000
SZ300724	捷佳伟创	10.24	2.74	36689080000
SZ300725	药石科技	56.06	1.19	8475516100
SZ300726	宏达电子	39.31	3.41	17153130000
SZ300727	润禾材料	42.24	4.13	5366261900
SZ300729	乐歌股份	18.29	1.13	4119849200
SZ300730	科创信息		13.4	3359065500
SZ300731	科创新源	231.1	13.43	8328573700
SZ300732	设研院		0.88	2564275700
SZ300733	西菱动力		3.43	5868984600
SZ300735	光弘科技	60.73	3.26	16109000000
SZ300736	百邦科技		36.28	2991104500
SZ300737	科顺股份	257.4	1.53	6892915300
SZ300738	奥飞数据	110.9	6.12	21506507000
SZ300739	明阳电路	91.79	3.39	9116040400
SZ300740	水羊股份	44.07	3.85	7984548800
SZ300741	华宝股份	116.5	1.44	9761698000
SZ300743	天地数码	21.48	4.2	2608436000
SZ300745	欣锐科技		2.04	4610294300
SZ300746	汉嘉数智	83.11	3.65	2810442200
SZ300747	锐科激光	90.99	4.43	15140736000
SZ300748	金力永磁	59.83	5.72	42216836000
SZ300749	顶固集创	391.5	10.79	6118151500
SZ300750	宁德时代	25.39	5.44	1.83331E+12
SZ300751	迈为股份	72.26	8.13	63899925000
SZ300752	隆利科技	59.34	3.01	3665123300
SZ300753	爱朋医疗		5.09	3463799000
SZ300755	华致酒行		1.85	5393371300
SZ300756	金马游乐	52.22	4.3	6294471100
SZ300757	罗博特科		38.12	63793323000
SZ300758	七彩化学	55.1	3.06	5392052200
SZ300759	康龙化成	30.9	3.16	51407196000
SZ300760	迈瑞医疗	24.54	5.24	1.99641E+11
SZ300761	立华股份	43.13	1.83	16510957000
SZ300762	上海瀚讯		9.79	22857954000
SZ300763	锦浪科技	34.46	4.37	39766019000
SZ300765	新诺威		16.72	44609872000
SZ300766	每日互动		9.1	14293889000
SZ300767	震安科技		3.32	5050600000
SZ300768	迪普科技	79.24	2.91	9889214000
SZ300769	德方纳米		2.36	12286245100
SZ300770	新媒股份	13.41	2.48	8844694100
SZ300771	智莱科技	35.78	1.65	3261600000
SZ300772	运达股份	44.1	2.24	14989449000
SZ300773	拉卡拉	39.31	5.02	17770094000
SZ300774	倍杰特	84.31	4.63	6859054200
SZ300775	三角防务	40.68	3.48	20363335000
SZ300776	帝尔激光	38.5	5.3	19988523000
SZ300777	中简科技	40.27	3.48	15570044000
SZ300778	新城市		2.02	2496867200
SZ300779	惠城环保	499.6	13.63	18349229000
SZ300780	德恩精工		3.22	3301541700
SZ300781	因赛集团	157.9	8.63	5764196200
SZ300782	卓胜微		4.31	42651021000
SZ300783	三只松鼠	34.58	2.49	7406793000
SZ300784	利安科技	46.26	3.33	2663975100
SZ300785	值得买	541	5.14	9700158800
SZ300786	国林科技		2.33	2587263300
SZ300787	海能实业	30.66	2.38	3595076700
SZ300788	中信出版	42.77	2.53	5563833300
SZ300789	唐源电气	59.69	2.92	3111455100
SZ300790	宇瞳光学	34.35	3.32	8608477800
SZ300791	仙乐健康	18.01	2.55	6251136400
SZ300792	壹网壹创	74.19	2.72	7980231100
SZ300793	佳禾智能	137	1.76	5266747900
SZ300795	米奥会展	25.54	5.33	3491080400
SZ300796	贝斯美	79.08	1.91	3286400100
SZ300797	钢研纳克	41.95	4.41	5576350000
SZ300798	锦鸡股份		2.67	4482257100
SZ300800	力合科技	93.91	1.37	2753507200
SZ300801	泰和科技	47.67	2.25	5642046900
SZ300802	矩子科技	45.65	3.46	5019662800
SZ300803	指南针	260.3	21.27	59320557000
SZ300804	广康生化	72.94	2.49	3389200000
SZ300805	电声股份	96.48	2.77	4320821100
SZ300806	斯迪克	316.1	8.41	19079418000
SZ300807	天迈科技		7.34	3450967900
SZ300808	久量股份		4.37	4240000000
SZ300809	华辰装备	144.6	5.07	8351581200
SZ300810	中科海讯		5.07	3769336500
SZ300811	铂科新材	55.07	7.44	21555345000
SZ300812	易天股份	100	5.9	4626744300
SZ300813	泰林生物	213	4.37	3511141400
SZ300814	中富电路	414.1	9.35	15377583000
SZ300815	玉禾田	14.13	1.84	8123305000
SZ300816	艾可蓝	50.71	5.52	5008800000
SZ300817	双飞集团	62.89	3.79	3859512900
SZ300818	耐普矿机	69.04	3.18	5753458100
SZ300819	聚杰微纤	87.11	7.01	6096516300
SZ300820	英杰电气	38.73	3.95	9965824900
SZ300821	东岳硅材		2.71	13380000000
SZ300822	贝仕达克	353.9	3.48	4308545600
SZ300823	建科智能	85.79	2.24	2110131700
SZ300824	北鼎股份	28.77	4.35	3266680200
SZ300825	阿尔特		2.22	4681580500
SZ300826	测绘股份	106.7	1.99	2846042000
SZ300827	上能电气	52.21	5.34	21644169000
SZ300828	锐新科技	101.1	4.21	3296819800
SZ300829	金丹科技	25.41	1.85	4475046900
SZ300830	金现代		3.52	4805457500
SZ300831	派瑞股份	683.8	5.51	5068800000
SZ300832	新产业	24	4.41	38555221000
SZ300833	浩洋股份	23.04	1.7	4123590300
SZ300834	星辉环材	110.9	1.99	5850113100
SZ300835	龙磁科技	52.92	7.88	9407438400
SZ300836	佰奥智能	74.73	8.87	5056000000
SZ300837	浙矿股份	51.83	2.6	3585065100
SZ300838	浙江力诺	149	2.1	2075189100
SZ300839	博汇股份		5.39	4061648400
SZ300840	酷特智能	75.83	3.26	4171200000
SZ300841	康华生物	29.31	2.11	7391379600
SZ300842	帝科股份		7.5	11824318300
SZ300843	胜蓝股份	63.56	5.5	8717284000
SZ300844	山水比德		4.24	3111379200
SZ300845	捷安高科	508.8	2.92	2340195700
SZ300846	首都在线		18.02	14161552000
SZ300847	中船汉光	39.67	3.11	4555593900
SZ300848	美瑞新材	76.93	4.11	6302784700
SZ300849	锦盛新材		4.94	2910000000
SZ300850	新强联	22.41	2.62	18335721000
SZ300851	交大思诺	82.56	2	2561927300
SZ300852	四会富仕	49.86	2.84	6388742400
SZ300853	申昊科技		4.5	2746477100
SZ300854	中兰环保		2.99	2860965600
SZ300855	图南股份	87.03	7.26	14314285000
SZ300856	科思股份	55.94	2.17	5812897900
SZ300857	协创数据	62.22	16.5	72449999000
SZ300858	科拓生物	48.3	2.69	4908914000
SZ300859	西域旅游	67.58	6.46	5046800000
SZ300860	锋尚文化	393.1	1.46	4526586400
SZ300861	美畅股份	50.13	1.66	10500866100
SZ300862	蓝盾光电		1.97	3923130400
SZ300863	卡倍亿	53.2	6.83	9755035300
SZ300864	南大环境	20.61	2.47	3260855600
SZ300865	大宏立	180.1	2.88	2502032000
SZ300866	安克创新	22.51	5.87	58007028000
SZ300867	圣元环保	18.92	1.38	5331559500
SZ300868	杰美特		4.59	6917085100
SZ300869	康泰医学	425.4	3.07	5331928400
SZ300870	欧陆通	89.71	10.11	26514075000
SZ300871	回盛生物	19.19	2.29	4808521200
SZ300872	天阳科技	100.9	2.13	7770887600
SZ300873	海晨股份	18.17	1.58	4953326200
SZ300875	捷强装备		4.62	4362778600
SZ300876	蒙泰高新		3.2	2743003200
SZ300877	金春股份	33.33	1.97	3282000000
SZ300878	维康药业		3.93	3981733900
SZ300879	大叶股份	32.12	3.85	5302849400
SZ300880	迦南智能	45.95	3.99	4181791900
SZ300881	盛德鑫泰	22.31	4.12	4510000000
SZ300882	万胜智能	27.56	4.6	6033121000
SZ300883	龙利得	4684	1.58	2245540000
SZ300884	狄耐克		2.64	3343373300
SZ300885	海昌新材	107.3	6.65	5923383500
SZ300886	华业香料	64.85	3.67	2147450600
SZ300887	谱尼测试		1.9	5457372100
SZ300888	稳健医疗	19.7	1.67	19228530000
SZ300889	爱克股份		3.86	5501272500
SZ300890	翔丰华	135.6	1.76	3607667200
SZ300891	惠云钛业		2.62	3320068500
SZ300892	品渥食品	167.9	2.59	2721000000
SZ300893	松原安全	28.19	5.11	9885726500
SZ300894	火星人		3.83	4192831200
SZ300895	铜牛信息		11.94	9344939600
SZ300896	爱美客	27.48	4.68	35475893000
SZ300897	山科智能	96	3.41	3347046700
SZ300898	熊猫乳品	30.23	2.95	2890440000
SZ300899	*ST凯鑫	86.09	3.68	2344680200
SZ300900	广联航空	545.6	8.89	12650004900
SZ300901	中胤时尚		3.72	3602400000
SZ300902	国安达	1151	3.89	3196103200
SZ300903	科翔股份		6.95	13919308000
SZ300904	威力传动		6.45	4248171900
SZ300905	宝丽迪	39.59	2.9	5603191300
SZ300906	日月明	55.06	2.97	2676000000
SZ300907	康平科技	40.26	3.32	2655360000
SZ300908	仲景食品	20.88	2.23	4004780000
SZ300909	汇创达	83.64	3.19	6429405600
SZ300910	瑞丰新材	19.51	3.76	14364698000
SZ300911	亿田智能		4.16	4884063100
SZ300912	凯龙高科		5.8	2857115300
SZ300913	兆龙互连	88.04	6.45	16223830000
SZ300915	海融科技		1.83	2817541200
SZ300916	朗特智能	36.55	3.08	4209140600
SZ300917	特发服务	44.7	4.66	5416450000
SZ300918	南山智尚	43.8	1.8	6853060100
SZ300919	中伟新材	32.85	2.2	51487341000
SZ300920	润阳科技	150.6	3.43	4062000000
SZ300921	南凌科技	154.8	5.55	4593099200
SZ300922	天秦装备	83.49	3.32	3102216500
SZ300923	研奥股份	63.51	1.92	2178006000
SZ300925	法本信息	66.15	3.41	7493832400
SZ300926	博俊科技	13.31	3.22	11231512500
SZ300927	江天化学	356.3	4.05	3900607200
SZ300928	华安鑫创		2.15	2356000000
SZ300929	华骐环保		2.14	1721692400
SZ300930	屹通新材	46.21	3.06	2801000000
SZ300931	通用电梯		4.66	2982613300
SZ300932	三友联众	57.69	2.37	4190161300
SZ300933	中辰股份	102.5	2	4229009200
SZ300935	盈建科		2.86	2263774400
SZ300936	中英科技		4.34	4337536000
SZ300937	药易购		3.38	2814513800
SZ300938	信测标准	48.48	5.11	9518272200
SZ300939	秋田微	52.66	3.22	4474800000
SZ300940	南极光	32.91	4.06	4833609300
SZ300941	创识科技	197	3.15	4025385000
SZ300942	易瑞生物	141.6	4.02	3402577600
SZ300943	春晖智控	103.9	5.68	5621355600
SZ300945	曼卡龙	29.99	2.45	4085696700
SZ300946	恒而达	121.8	5.92	7154517700
SZ300947	德必集团	184	1.97	2465055800
SZ300948	冠中生态		3.59	3122594800
SZ300949	奥雅股份		3.43	2277000000
SZ300950	德固特	33.41	4.05	3219020000
SZ300951	博硕科技	32.08	2.64	6154323700
SZ300952	恒辉安防	56.56	3.65	6182058800
SZ300953	震裕科技	55.12	7.08	30275334000
SZ300955	嘉亨家化		4.28	3755808000
SZ300956	英力股份	238.1	2.27	3123701100
SZ300957	贝泰妮	44.35	2.64	16075620000
SZ300958	建工修复		1.66	2070490200
SZ300959	线上线下	1286	5.36	6013922500
SZ300960	通业科技	75.26	6.13	3970772800
SZ300961	深水海纳		3.49	2559923200
SZ300962	中金辐照	36.05	4.32	4316431000
SZ300963	中洲特材	107	6.96	7677633600
SZ300964	本川智能	108.1	4.71	4768991200
SZ300965	恒宇信通	91.56	2.55	3141600000
SZ300966	共同药业		3.14	2430125900
SZ300967	晓鸣股份	13.44	4	3280620600
SZ300968	格林精密	182	2.48	4695996800
SZ300969	恒帅股份	79.83	9.94	13738238000
SZ300970	华绿生物	131.7	1.86	2869052900
SZ300971	博亚精工	29.88	2.5	2634240000
SZ300972	万辰集团	25.96	23.24	34911043000
SZ300973	立高食品	16.6	2.24	5486632900
SZ300975	商络电子	62.54	5.18	11789016200
SZ300976	达瑞电子	23.66	2.05	7288564100
SZ300977	深圳瑞捷	79.2	2.07	2864907000
SZ300978	东箭科技	26.12	2.76	4544054400
SZ300979	华利集团	15.83	3.13	50776170000
SZ300980	祥源新材	93.63	3.6	5075276700
SZ300981	中红医疗		1.05	5630996900
SZ300982	苏文电能	344.5	1.59	4619462100
SZ300983	尤安设计		1.77	5014656000
SZ300984	金沃股份	128.9	6.17	6415939100
SZ300985	致远新能	61.76	3.76	3795529000
SZ300986	志特新材	64.31	4.74	10105721600
SZ300987	川网传媒	141.5	3.63	2919517100
SZ300988	津荣天宇	29.33	2.7	3435882300
SZ300989	蕾奥规划	197.6	2.99	2972419800
SZ300990	同飞股份	53.2	6.45	13455283000
SZ300991	创益通	3272	10.41	6645600000
SZ300992	泰福泵业	227.3	4.42	3992804300
SZ300993	玉马科技	25.41	2.45	3743794100
SZ300994	久祺股份	22.34	3.21	3850613800
SZ300995	奇德新材	146.9	4.55	2884554400
SZ300996	普联软件	59.29	3.33	4385856500
SZ300997	欢乐家	201.3	8.51	8893835700
SZ300998	宁波方正		2.39	3008121200
SZ300999	金龙鱼	49.3	1.61	1.55437E+11
SZ301000	肇民科技	48.58	5.6	6960864000
SZ301001	凯淳股份	4580	2.87	2240800000
SZ301002	崧盛股份	528.9	5.65	4868515300
SZ301003	江苏博云	48.23	4.35	4921745500
SZ301004	嘉益股份	13.68	3.84	6701254700
SZ301005	超捷股份	585.7	28.86	22200058000
SZ301006	迈拓股份	32.5	1.84	2346868000
SZ301007	德迈仕	100.9	7.52	5153757400
SZ301008	宏昌科技	164.9	3.7	5538435200
SZ301009	可靠股份	84.08	2.35	3137264400
SZ301010	晶雪节能	170.2	2.78	2306880000
SZ301011	华立科技	41.13	3.88	3667426300
SZ301012	扬电科技	125.3	4.97	5792598400
SZ301013	利和兴		6.53	5011451100
SZ301015	百洋医药	19.92	5.31	12657027800
SZ301016	雷尔伟	72.17	4.97	5110560000
SZ301017	漱玉平民	40.22	2.95	5852901200
SZ301018	申菱环境	121.7	9.18	24349131000
SZ301019	宁波色母	30.49	3.15	3353705700
SZ301020	密封科技	34.32	3.1	3037800000
SZ301021	英诺激光	268.2	7.87	7900960600
SZ301022	海泰科	35.96	1.99	2814405900
SZ301023	奕帆传动	38.73	3.54	3011761000
SZ301024	霍普股份		5.28	2111022000
SZ301025	读客文化	480.7	6.75	4179230100
SZ301026	浩通科技	28.08	2.71	4384189400
SZ301027	华蓝集团	231.5	3.21	3062010000
SZ301028	鼎熔岩	20.84	3.23	5334450200
SZ301029	怡合达	26.02	3.4	14478848000
SZ301030	仕净科技		2.6	2187763800
SZ301031	中熔电气	42.1	9.66	13590133000
SZ301032	新柴股份	36.81	2.41	2908068800
SZ301033	迈普医学	39.23	5.25	3967996500
SZ301035	润丰股份	18.04	2.93	21405979000
SZ301036	双乐股份	42.35	1.69	2793000000
SZ301037	保立佳	215	3.2	2031252900
SZ301038	深水规院	216.6	5.11	4566447600
SZ301039	中集车辆	18.23	1.12	16473554000
SZ301040	中环海陆		3.95	2883029700
SZ301041	金百泽	289.1	4.06	2709672000
SZ301042	安联锐视	318.3	6.12	6436880600
SZ301043	绿岛风	44.2	4.34	3638000000
SZ301045	天禄科技	128.5	4.22	4328892400
SZ301046	能辉科技	131.7	4.56	4097406000
SZ301047	义翘神州	58.72	1.63	8626477700
SZ301048	金鹰重工	41.83	2.55	6981334200
SZ301049	超越科技		3.48	2079228500
SZ301050	雷电微力	54.42	3.64	11371759900
SZ301051	信濠光电		1.93	4265943000
SZ301052	果麦文化		4.76	3310189900
SZ301053	远信工业	189.1	5.01	3710386500
SZ301055	张小泉	56.57	4.38	2864160000
SZ301056	森赫股份	51.4	4.63	3799042100
SZ301057	汇隆新材	93.01	5.01	3812034000
SZ301058	中粮科工	32.37	2.33	5097128700
SZ301059	金三江	43.59	5.07	3095152100
SZ301060	兰卫医学		2.51	3961113100
SZ301061	匠心家居	18.24	3.95	15991897000
SZ301062	上海艾录		2.34	3423007900
SZ301063	海锅股份	37.42	1.56	2449346200
SZ301065	本立科技	32.43	1.8	2411955000
SZ301066	万事利	121.5	2.6	3253685100
SZ301067	显盈科技		3.65	3029873800
SZ301068	大地海洋		5.36	4233819600
SZ301069	凯盛新材	60.87	5.54	9394301800
SZ301070	开勒股份	198.7	7.28	5729594800
SZ301071	力量钻石	163.2	1.9	10067333100
SZ301072	中捷精工		3.11	2327819000
SZ301073	君亭酒店	400.6	5.54	5289068500
SZ301075	多瑞医药		8.34	4976000000
SZ301076	新瀚新材	98.69	5.54	6573784300
SZ301077	星华新材	30.87	3.88	4439060400
SZ301078	孩子王	37.41	2.51	10430145600
SZ301079	邵阳液压	1485	10.31	4875806800
SZ301080	百普赛斯	41.45	2.78	7319039500
SZ301081	严牌股份	183	3.21	3453377100
SZ301082	久盛电气	105.9	3.77	3912885600
SZ301083	百胜智能	74.75	3.78	3158912000
SZ301085	亚康股份	1387	4.67	5006956400
SZ301086	鸿富瀚	105.9	5.97	11526300000
SZ301087	可孚医疗	31.61	2.41	11746278300
SZ301088	戎美股份	55.4	1.27	3197437000
SZ301089	拓新药业		2.38	3534387900
SZ301090	华润材料		1.76	11087634500
SZ301091	深城交	192.5	4.67	11051788800
SZ301092	争光股份	41.5	2.26	4375087400
SZ301093	华兰股份	192.1	6.28	13658291000
SZ301095	广立微	266.1	4.19	13132430900
SZ301096	百诚医药	680.1	2.15	5553166000
SZ301097	天益医疗	113.7	2.58	3045810500
SZ301098	金埔园林		1.3	1550576900
SZ301099	雅创电子	57.84	4.93	6382894600
SZ301100	风光股份		1.85	3690000000
SZ301101	明月镜片	33.46	3.87	6651914400
SZ301102	兆讯传媒	97.7	1.45	4356380000
SZ301103	何氏眼科	42.81	1.63	3105220200
SZ301105	鸿铭股份		3.52	2937500000
SZ301106	骏成科技	27.47	2.25	2886786400
SZ301107	瑜欣电子	27.87	2.89	2726977800
SZ301108	洁雅股份	36.6	1.76	3313656100
SZ301109	军信股份	18.19	1.68	13035945900
SZ301110	青木科技	48.3	3.52	5127382800
SZ301111	粤万年青		4.04	3024000000
SZ301112	信邦智能	747.9	2.96	3583664500
SZ301113	雅艺科技	966.6	3.34	2293200000
SZ301115	联检科技	78.76	1.46	3676002700
SZ301116	益客食品		3.01	4435918400
SZ301117	佳缘科技		4.31	5621418300
SZ301118	恒光股份		1.93	2589615400
SZ301119	正强股份	35.17	4.18	4267120000
SZ301120	新特电气	157.6	5.14	7926552100
SZ301121	紫建电子	211.1	2.05	3415428500
SZ301122	采纳股份	320.1	1.97	3520675000
SZ301123	奕东电子	310.6	4.08	11879823200
SZ301125	腾亚精工	1524	4.53	2738763000
SZ301126	达嘉维康	340.3	1.33	2312840000
SZ301127	武汉天源	57.14	3.24	10481805200
SZ301128	强瑞技术	99.07	17.21	15312411000
SZ301129	瑞纳智能		1.95	3279204300
SZ301130	西点药业	53.9	2.6	2382044500
SZ301131	聚赛龙	45.32	2.35	2273957200
SZ301132	满坤科技	41.36	3.1	5627277500
SZ301133	金钟股份	126.5	3.8	4391018500
SZ301135	瑞德智能	87.88	2.19	2738430700
SZ301136	招标股份	461.5	3.03	4419789400
SZ301137	哈焊华通	249.3	6.33	8674317300
SZ301138	华研精机	45.01	3.61	4246800000
SZ301139	元道通信	90.2	1.09	2120369200
SZ301141	中科磁业	134.8	4.74	6055271800
SZ301148	嘉戎技术	72.37	3.23	5722336600
SZ301149	隆华新材	36.82	2.41	4927800200
SZ301150	中一科技	252.8	3.66	13044747800
SZ301151	冠龙节能	83.45	1.49	3069114500
SZ301152	天力锂能		2.53	3318783200
SZ301153	中科江南	86.89	4.74	8764808400
SZ301155	海力风电	31.95	2.57	14769577000
SZ301156	美农生物	47.82	3.59	2608740000
SZ301157	华塑科技	150.1	3.48	3810000000
SZ301158	德石股份	28.67	2.63	3658514500
SZ301159	三维天地		5.6	3264170000
SZ301160	翔楼新材	30.47	3.61	6154725300
SZ301161	唯万密封	37.68	3.8	3506400000
SZ301162	国能日新	86.28	5.67	8677604700
SZ301163	宏德股份	52.22	2.07	2354976000
SZ301165	锐捷网络	87.46	12.21	60900000000
SZ301166	优宁维		1.29	2613000000
SZ301167	建研设计	95.64	1.95	1839040000
SZ301168	通灵股份	81.91	2.26	4884000000
SZ301169	零点有数		8.43	3688475400
SZ301170	锡南科技	26.5	1.6	2828000000
SZ301171	易点天下	137.1	5.85	21673720000
SZ301172	君逸数码	181.9	2.84	4156768000
SZ301173	毓恬冠佳	21.26	2.41	3678520300
SZ301175	中科环保	24.29	2.5	9272844000
SZ301176	逸豪新材		2.74	4159040000
SZ301177	迪阿股份	80.48	1.77	11003547400
SZ301178	天亿马	438.4	4.23	3283809500
SZ301179	泽宇智能	132.5	4.23	10251731900
SZ301180	万祥科技	616.4	6.02	7936198400
SZ301181	标榜股份	37.55	3.16	4528050700
SZ301182	凯旺科技		7.3	5567240800
SZ301183	东田微	120.1	13.72	12812216000
SZ301185	鸥玛软件	47.45	2.63	2815213000
SZ301186	超达装备	30.86	2.84	4526896100
SZ301187	欧圣电气	29.22	3.35	5080825200
SZ301188	力诺药包	67.2	2.69	4558823900
SZ301189	奥尼电子		2.59	5434551000
SZ301190	善水科技	42.41	2.43	4760637600
SZ301191	菲菱科思	140.3	5.26	8737092000
SZ301192	泰祥股份	47.4	4.3	2665332000
SZ301193	家联科技		2.82	4295879300
SZ301195	北路智控	28.87	1.67	4032092200
SZ301196	唯科科技	42.13	3.77	12481248200
SZ301197	工大科雅		1.91	2456605200
SZ301198	喜悦智行		2.6	2377830000
SZ301199	迈赫股份	31.88	2.17	4183409200
SZ301200	大族数控	95.15	7.27	78428347000
SZ301201	诚达药业	357.7	3.76	7998704700
SZ301202	朗威股份	66.43	4.16	4958140000
SZ301203	国泰环保	23.94	2.2	3133600000
SZ301205	联特科技	248.3	17.07	27074978000
SZ301206	三元生物	58.24	1.21	5234165900
SZ301207	华兰疫苗	63.25	2.03	11569779400
SZ301208	中亦科技	91.89	2.57	3950402000
SZ301209	联合化学	153.4	12.71	9699200000
SZ301210	金杨精密	98.37	2.39	4416090300
SZ301211	亨迪药业	144	2.21	5027904000
SZ301212	联盛化学	174.1	2.15	2882520000
SZ301213	观想科技	5285	6.85	5376799900
SZ301215	中汽股份	37.62	2.75	8022834000
SZ301216	万凯新材	148.8	2.54	15392405000
SZ301217	铜冠铜箔	371.7	5.74	31088083000
SZ301218	华是科技		4.22	3877360000
SZ301219	腾远钴业	17.69	1.89	17712503000
SZ301220	亚香股份	28.28	2.6	4561580500
SZ301221	光庭信息	73.55	2.19	4391223200
SZ301222	浙江恒威	41.77	2.38	3410219200
SZ301223	中荣股份	20.79	1.24	3669423600
SZ301225	恒勃股份	82.66	6.77	10379352000
SZ301226	祥明智能	178.8	5.12	4669696000
SZ301227	森鹰窗业		2.03	3334019800
SZ301228	实朴检测		7.43	5130000000
SZ301229	纽泰格	76.48	2.95	3219332700
SZ301230	泓博医药	122.3	5.52	5668612000
SZ301231	荣信文化		3.08	2591080000
SZ301232	飞沃科技	210	9.12	12875310000
SZ301233	盛帮股份	28.83	2.7	2602837900
SZ301234	五洲医疗	102.4	3.32	2526880000
SZ301235	华康洁净	58.67	2.63	4784213100
SZ301236	软通动力	289.7	2.79	38198484000
SZ301237	和顺科技		3.61	4144800000
SZ301238	瑞泰新材	90.18	1.96	14167999000
SZ301239	普瑞眼科	242.3	2.49	5281552400
SZ301246	宏源药业		2.13	9244157100
SZ301248	杰创智能	229.3	4.56	6962836500
SZ301251	威尔高	80.07	4.75	7450975200
SZ301252	同星科技	52.19	4.73	6163190500
SZ301255	通力科技	102.6	4.31	4533043200
SZ301256	华融化学	85.85	3.57	6163200000
SZ301257	普蕊斯	37.61	3.5	4381604500
SZ301258	富士莱	29.74	1.52	2910522500
SZ301259	艾布鲁		5.86	4850040000
SZ301260	格力博		1.61	7193435000
SZ301261	恒工精密	63.87	4.24	6657682300
SZ301262	海看股份	22.33	2.47	9503430000
SZ301263	泰恩康	262.6	6.34	10994855400
SZ301265	华新环保	89.21	3.06	6462418000
SZ301266	宇邦新材	60.39	2.36	4247405500
SZ301267	华厦眼科	24.49	2.36	14162400000
SZ301268	铭利达		4.82	8100028900
SZ301269	华大九天	3663	8.52	44245899000
SZ301270	汉仪股份	210.4	3.17	3118000000
SZ301272	英华特	85.46	2.26	2286854900
SZ301273	瑞晨环保		2.29	2114865700
SZ301275	汉朔科技	40.31	4.22	16896000000
SZ301276	嘉曼服饰	33.1	1.43	2980800000
SZ301277	新天地	38.09	2.98	4618683600
